author,book_format,date_published,description,genres,goodreads_url,isbn,language,pages,publisher,rating_average,rating_count,settings,title
Sarah J. Maas,Hardcover,August 7th 2012,"This is a previously published edition of  ISBN13: 9781599906959.After serving out a year of hard labor in the salt mines of Endovier for her crimes, 18-year-old assassin Celaena Sardothien is dragged before the Crown Prince. Prince Dorian offers her her freedom on one condition: she must act as his champion in a competition to find a new royal assassin.Her opponents are men-thieves and assassins and warriors from across the empire, each sponsored by a member of the king's council. If she beats her opponents in a series of eliminations, she'll serve the kingdom for four years and then be granted her freedom. Celaena finds her training sessions with the captain of the guard, Westfall, challenging and exhilarating. But she's bored stiff by court life. Things get a little more interesting when the prince starts to show interest in her ... but it's the gruff Captain Westfall who seems to understand her best.Then one of the other contestants turns up dead ... quickly followed by another. Can Celaena figure out who the killer is before she becomes a victim? As the young assassin investigates, her search leads her to discover a greater destiny than she could possibly have imagined.","['New Adult', 'Adventure', 'Young Adult', 'Fantasy', 'Young Adult Fantasy', 'Fiction', 'High Fantasy', 'Paranormal', 'Magic', 'Romance']",https://www.goodreads.com/book/show/7896527-throne-of-glass,,English,406,Bloomsbury USA Children's,4.2,661019,[],Throne of Glass
Caitlin Moran,Paperback,June 16th 2011,"Caitlin Moran puts a new face on feminism, cutting to the heart of women’s issues today with her irreverent, transcendent, and hilarious How to Be a Woman. “Half memoir, half polemic, and entirely necessary,” (Elle UK), Moran’s debut was an instant runaway bestseller in England as well as an Amazon UK Top Ten book of the year; still riding high on bestseller lists months after publication, it is a bona fide cultural phenomenon. Now poised to take American womanhood by storm, here is a book that Vanity Fair calls “the U.K. version of Tina Fey’s Bossypants….You will laugh out loud, wince, and—in my case—feel proud to be the same gender as the author.”","['Autobiography', 'Writing', 'Biography', 'Audiobook', 'Essays', 'Biography Memoir', 'Humor', 'Feminism', 'Womens', 'Memoir', 'Nonfiction']",https://www.goodreads.com/book/show/10600242-how-to-be-a-woman,9780091940737,English,312,Ebury Press,3.72,102980,,How to Be a Woman
Colleen Hoover,Kindle Edition,June 2016,"This is an alternate cover edition for  ASIN B008TRUDAS.Following the unexpected death of her father, 18-year-old Layken is forced to be the rock for both her mother and younger brother. Outwardly, she appears resilient and tenacious, but inwardly, she's losing hope.Enter Will Cooper: The attractive, 21-year-old new neighbor with an intriguing passion for slam poetry and a unique sense of humor. Within days of their introduction, Will and Layken form an intense emotional connection, leaving Layken with a renewed sense of hope.Not long after an intense, heart-stopping first date, they are slammed to the core when a shocking revelation forces their new relationship to a sudden halt. Daily interactions become impossibly painful as they struggle to find a balance between the feelings that pull them together, and the secret that keeps them apart.","['New Adult', 'Contemporary', 'Contemporary Romance', 'Realistic Fiction', 'Young Adult', 'Womens Fiction', 'Fiction', 'High School', 'Chick Lit', 'Poetry', 'Romance']",https://www.goodreads.com/book/show/30333938-slammed,,English,354,Atria Books,4.25,216157,['United States'],Slammed
Christopher Paolini,Hardcover,November 8th 2011,"It began with Eragon... It ends with Inheritance.Not so very long ago, Eragon — Shadeslayer, Dragon Rider — was nothing more than a poor farm boy, and his dragon, Saphira, only a blue stone in the forest. Now the fate of an entire civilization rests on their shoulders.Long months of training and battle have brought victories and hope, but they have also brought heartbreaking loss. And still, the real battle lies ahead: they must confront Galbatorix. When they do, they will have to be strong enough to defeat him. And if they cannot, no one can. There will be no second chance.The Rider and his dragon have come further than anyone dared to hope. But can they topple the evil king and restore justice to Alagaësia? And if so, at what cost?This is the spellbinding conclusion to Christopher Paolini's worldwide bestselling Inheritance cycle.","['Adventure', 'Audiobook', 'Teen', 'Epic Fantasy', 'Young Adult', 'Fantasy', 'Young Adult Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Childrens']",https://www.goodreads.com/book/show/7664041-inheritance,9780375856112,English,849,Alfred A. Knopf,4.09,228836,[],Inheritance
Patrick Ness,Paperback,July 22nd 2014,"Todd Hewitt is the only boy in a town of men. Ever since the settlers were infected with the Noise germ, Todd can hear everything the men think, and they hear everything he thinks. Todd is just a month away from becoming a man, but in the midst of the cacophony, he knows that the town is hiding something from him -- something so awful Todd is forced to flee with only his dog, whose simple, loyal voice he hears too. With hostile men from the town in pursuit, the two stumble upon a strange and eerily silent creature: a girl. Who is she? Why wasn't she killed by the germ like all the females on New World? Propelled by Todd's gritty narration, readers are in for a white-knuckle journey in which a boy on the cusp of manhood must unlearn everything he knows in order to figure out who he truly is.","['Adventure', 'Audiobook', 'Thriller', 'Teen', 'Post Apocalyptic', 'Science Fiction', 'Fantasy', 'Dystopia', 'Young Adult', 'Fiction', 'Apocalyptic']",https://www.goodreads.com/book/show/20758104-the-knife-of-never-letting-go,9780763676186,English,512,Candlewick Press,3.97,165158,[],The Knife of Never Letting Go
Brodi Ashton,Hardcover,January 24th 2012,"Last spring, Nikki Beckett vanished, sucked into an underworld known as the Everneath. Now she’s returned—to her old life, her family, her boyfriend—before she’s banished back to the underworld . . . this time forever. She has six months before the Everneath comes to claim her, six months for good-byes she can’t find the words for, six months to find redemption, if it exists.Nikki longs to spend these precious months forgetting the Everneath and trying to reconnect with her boyfriend, Jack, the person most devastated by her disappearance—and the one person she loves more than anything. But there’s just one problem: Cole, the smoldering immortal who enticed her to the Everneath in the first place, has followed Nikki home. Cole wants to take over the throne in the underworld and is convinced Nikki is the key to making it happen. And he’ll do whatever it takes to bring her back, this time as his queen.As Nikki’s time on the Surface draws to a close and her relationships begin slipping from her grasp, she is forced to make the hardest decision of her life: find a way to cheat fate and remain on the Surface with Jack or return to the Everneath and become Cole’s queen.Everneath is a captivating story of love, loss, and immortality from debut author Brodi Ashton.","['Mythology', 'Urban Fantasy', 'Greek Mythology', 'Young Adult', 'Fantasy', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/9413044-everneath,9780062071132,English,370,Balzer + Bray,3.74,47074,['United States'],Everneath
Emily Giffin,Hardcover,July 24th 2012,"Marian Caldwell is a thirty-six year old television producer, living her dream in New York City. With a fulfilling career and satisfying relationship, she has convinced everyone, including herself, that her life is just as she wants it to be. But one night, Marian answers a knock on the door . . . only to find Kirby Rose, an eighteen-year-old girl with a key to a past that Marian thought she had sealed off forever. From the moment Kirby appears on her doorstep, Marian’s perfectly constructed world—and her very identity—will be shaken to its core, resurrecting ghosts and memories of a passionate young love affair that threaten everything that has come to define her. For the precocious and determined Kirby, the encounter will spur a process of discovery that ushers her across the threshold of adulthood, forcing her to re-evaluate her family and future in a wise and bittersweet light. As the two women embark on a journey to find the one thing missing in their lives, each will come to recognize that where we belong is often where we least expect to find ourselves—a place that we may have willed ourselves to forget, but that the heart remembers forever.","['Contemporary', 'Adult', 'Audiobook', 'Womens Fiction', 'Parenting', 'Adoption', 'Family', 'Fiction', 'Chick Lit', 'Adult Fiction', 'Romance']",https://www.goodreads.com/book/show/12987977-where-we-belong,9780312554194,English,372,St. Martin's Press,3.88,89260,['United States'],Where We Belong
Jodi Picoult,Paperback,October 23rd 2012,"A life hanging in the balance…a family torn apart. The #1 internationally bestselling author Jodi Picoult tells an unforgettable story about family secrets, love, and letting go. On an icy winter night, a terrible accident forces a family divided to come together and make a fateful decision. Cara, once protected by her father, Luke, is tormented by a secret that nobody knows. Her brother, Edward, has secrets of his own. He has kept them hidden, but now they may come to light, and if they do, Cara will be devastated. Their mother, Georgie, was never able to compete with her ex-husband’s obsessions, and now, his fate hangs in the balance and in the hands of her children. With conflicting motivations and emotions, what will this family decide? And will they be able to live with that decision, after the truth has been revealed? What happens when the hope that should sustain a family is the very thing tearing it apart?","['Contemporary', 'Adult', 'Audiobook', 'Novels', 'Animals', 'Womens Fiction', 'Family', 'Drama', 'Fiction', 'Chick Lit', 'Adult Fiction']",https://www.goodreads.com/book/show/13547188-lone-wolf,9781439102756,English,517,Atria/Emily Bestler Books,3.71,71437,['United States'],Lone Wolf
Lauren DeStefano,Hardcover,February 21st 2012,"Rhine and Gabriel have escaped the mansion, but danger is never far behind.Running away brings Rhine and Gabriel right into a trap, in the form of a twisted carnival whose ringmistress keeps watch over a menagerie of girls. Just as Rhine uncovers what plans await her, her fortune turns again. With Gabriel at her side, Rhine travels through an environment as grim as the one she left a year ago - surroundings that mirror her own feelings of fear and hopelessness.The two are determined to get to Manhattan, to relative safety with Rhine’s twin brother, Rowan. But the road there is long and perilous - and in a world where young women only live to age twenty and young men die at twenty-five, time is precious. Worse still, they can’t seem to elude Rhine’s father-in-law, Vaughn, who is determined to bring Rhine back to the mansion...by any means necessary.In the sequel to Lauren DeStefano’s harrowing Wither, Rhine must decide if freedom is worth the price - now that she has more to lose than ever.","['Adventure', 'Futuristic', 'Post Apocalyptic', 'Teen', 'Science Fiction', 'Fantasy', 'Dystopia', 'Young Adult', 'Fiction', 'Apocalyptic', 'Romance']",https://www.goodreads.com/book/show/11112619-fever,9781442409071,English,341,Simon & Schuster Children's Publishing,3.78,44094,,Fever
Robin Sloan,Hardcover,October 2nd 2012,"The Great Recession has shuffled Clay Jannon away from life as a San Francisco web-design drone and into the aisles of Mr. Penumbra's 24-Hour Bookstore, but after a few days on the job, Clay discovers that the store is more curious than either its name or its gnomic owner might suggest. The customers are few, and they never seem to buy anything; instead, they ""check out"" large, obscure volumes from strange corners of the store. Suspicious, Clay engineers an analysis of the clientele's behavior, seeking help from his variously talented friends, but when they bring their findings to Mr. Penumbra, they discover the bookstore's secrets extend far beyond its walls.","['Writing', 'Contemporary', 'Adult', 'Audiobook', 'Adventure', 'Mystery', 'Novels', 'Fantasy', 'Books About Books', 'Fiction', 'Adult Fiction']",https://www.goodreads.com/book/show/13538873-mr-penumbra-s-24-hour-bookstore,9780374214913,English,288,"Farrar, Straus and Giroux",3.74,180885,['United States'],Mr. Penumbra's 24-Hour Bookstore
Veronica Roth,ebook,April 23rd 2012,"#1 New York Times bestselling author Veronica Roth retells a pivotal Divergent scene (chapter 13) from Tobias's point of view. This thirteen-page scene reveals unknown facts and fascinating details about Four's character, his past, his own initiation, and his thoughts about new Dauntless initiate Tris Prior.","['Post Apocalyptic', 'Teen', 'Short Stories', 'Science Fiction', 'Fantasy', 'Dystopia', 'Young Adult', 'Fiction', 'Apocalyptic', 'Novella', 'Romance']",https://www.goodreads.com/book/show/13615258-free-four,9780062237422,English,43,Katherine Tegen Books,4.14,95500,,Free Four: Tobias Tells the Divergent Knife-Throwing Scene
Huntley Fitzpatrick,Hardcover,June 14th 2012,"""One thing my mother never knew, and would disapprove of most of all, was that I watched the Garretts. All the time.""The Garretts are everything the Reeds are not. Loud, messy, affectionate. And every day from her rooftop perch, Samantha Reed wishes she was one of them . . . until one summer evening, Jase Garrett climbs up next to her and changes everything.As the two fall fiercely for each other, stumbling through the awkwardness and awesomeness of first love, Jase's family embraces Samantha - even as she keeps him a secret from her own. Then something unthinkable happens, and the bottom drops out of Samantha's world. She's suddenly faced with an impossible decision. Which perfect family will save her? Or is it time she saved herself?A transporting debut about family, friendship, first romance, and how to be true to one person you love without betraying another.","['Young Adult Contemporary', 'Contemporary', 'Contemporary Romance', 'Young Adult Romance', 'Realistic Fiction', 'Womens Fiction', 'Young Adult', 'Fiction', 'High School', 'Chick Lit', 'Romance']",https://www.goodreads.com/book/show/12294652-my-life-next-door,9780803736993,English,394,Dial Books For Young Readers,3.99,138732,['United States'],My Life Next Door
Lauren Kate,Kindle Edition,June 12th 2012,"When evil triumphs… when the world ends… trust your love.The sky is dark with wings… . Like sand in an hourglass, time is running out for Luce and Daniel. To stop Lucifer from erasing the past, they must find the place where the angels fell to earth. Dark forces are after them, and Daniel doesn’t know if he can do this—live only to lose Luce again and again. Yet together they will face an epic battle that will end with lifeless bodies… and angel dust. Great sacrifices are made. Hearts are destroyed. And suddenly Luce knows what must happen. For she was meant to be with someone other than Daniel. The curse they’ve borne has always and only been about her—and the love she cast aside. The choice she makes now will be the only one that truly matters. In the fight for Luce, who will win? The astonishing conclusion to the Fallen series. Heaven can’t wait any longer.","['Teen', 'Urban Fantasy', 'Young Adult', 'Fantasy', 'Supernatural', 'Fiction', 'Angels', 'Paranormal Romance', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/12716010-rapture,,English,466,,4.01,106019,"['Israel', 'United States', 'Austria', 'Turkey', 'Italy']",Rapture
M.L. Stedman,Hardcover,July 31st 2012,"Librarian's note: An alternate cover edition can be found hereAustralia, 1926. After four harrowing years fighting on the Western Front, Tom Sherbourne returns home to take a job as the lighthouse keeper on Janus Rock, nearly half a day's journey from the coast. To this isolated island, where the supply boat comes once a season and shore leaves are granted every other year at best, Tom brings a young, bold, and loving wife, Isabel. Years later, after two miscarriages and one stillbirth, the grieving Isabel hears a baby's cries on the wind. A boat has washed up onshore carrying a dead man and a living baby. Tom, whose records as a lighthouse keeper are meticulous and whose moral principles have withstood a horrific war, wants to report the man and infant immediately. But Isabel has taken the tiny baby to her breast. Against Tom's judgment, they claim her as their own and name her Lucy. When she is two, Tom and Isabel return to the mainland and are reminded that there are other people in the world. Their choice has devastated one of them. M. L. Stedman's mesmerizing, beautifully written debut novel seduces us into accommodating Isabel's decision to keep this ""gift from God."" And we are swept into a story about extraordinarily compelling characters seeking to find their North Star in a world where there is no right answer, where justice for one person is another's tragic loss.","['Adult', 'Audiobook', 'Book Club', 'Australia', 'Historical Fiction', 'Historical', 'Cultural', 'Drama', 'Fiction', 'Adult Fiction', 'Romance']",https://www.goodreads.com/book/show/13158800-the-light-between-oceans,9781451681734,English,362,Scribner,4.03,411223,['Australia'],The Light Between Oceans
Justin Cronin,Hardcover,October 16th 2012,"In his internationally bestselling and critically acclaimed novel The Passage, Justin Cronin constructed an unforgettable world transformed by a government experiment gone horribly wrong. Now the scope widens and the intensity deepens as the epic story surges forward with The Twelve. In the present day, as the man-made apocalypse unfolds, three strangers navigate the chaos. Lila, a doctor and an expectant mother, is so shattered by the spread of violence and infection that she continues to plan for her child’s arrival even as society dissolves around her. Kittridge, known to the world as “Last Stand in Denver,” has been forced to flee his stronghold and is now on the road, dodging the infected, armed but alone and well aware that a tank of gas will get him only so far. April is a teenager fighting to guide her little brother safely through a landscape of death and ruin. These three will learn that they have not been fully abandoned—and that in connection lies hope, even on the darkest of nights. One hundred years in the future, Amy and the others fight on for humankind’s salvation...unaware that the rules have changed. The enemy has evolved, and a dark new order has arisen with a vision of the future infinitely more horrifying than man’s extinction. If the Twelve are to fall, one of those united to vanquish them will have to pay the ultimate price.","['Vampires', 'Audiobook', 'Post Apocalyptic', 'Thriller', 'Horror', 'Science Fiction', 'Fantasy', 'Dystopia', 'Fiction', 'Apocalyptic', 'Paranormal']",https://www.goodreads.com/book/show/13281368-the-twelve,9780345504982,English,568,The Random House Publishing Group,4.01,89966,['United States'],The Twelve
Rachel Hartman,Hardcover,2013,"Librarian Note: Alternate cover edition for ISBN 9780375866562.In her New York Times bestselling and Morris Award-winning debut, Rachel Hartman introduces mathematical dragons in an alternative-medieval world to fantasy and science-fiction readers of all ages. Four decades of peace have done little to ease the mistrust between humans and dragons in the kingdom of Goredd. Folding themselves into human shape, dragons attend court as ambassadors, and lend their rational, mathematical minds to universities as scholars and teachers. As the treaty's anniversary draws near, however, tensions are high.Seraphina Dombegh has reason to fear both sides. An unusually gifted musician, she joins the court just as a member of the royal family is murdered—in suspiciously draconian fashion. Seraphina is drawn into the investigation, partnering with the captain of the Queen's Guard, the dangerously perceptive Prince Lucian Kiggs. While they begin to uncover hints of a sinister plot to destroy the peace, Seraphina struggles to protect her own secret, the secret behind her musical gift, one so terrible that its discovery could mean her very life.","['Adventure', 'Mystery', 'Young Adult', 'Fantasy', 'Young Adult Fantasy', 'Fiction', 'High Fantasy', 'Magic', 'Dragons', 'Romance']",https://www.goodreads.com/book/show/19549841-seraphina,,English,499,Random House Books for Young Readers,3.93,85128,,Seraphina
Daniel Handler,Hardcover,December 27th 2011,"I'm telling you why we broke up, Ed. I'm writing it in this letter, the whole truth of why it happened.Min Green and Ed Slaterton are breaking up, so Min is writing Ed a letter and giving him a box. Inside the box is why they broke up. Two bottle caps, a movie ticket, a folded note, a box of matches, a protractor, books, a toy truck, a pair of ugly earrings, a comb from a motel room, and every other item collected over the course of a giddy, intimate, heartbreaking relationship. Item after item is illustrated and accounted for, and then the box, like a girlfriend, will be dumped.","['Young Adult Contemporary', 'Contemporary', 'Audiobook', 'Teen', 'Realistic Fiction', 'Young Adult', 'Womens Fiction', 'Coming Of Age', 'Fiction', 'Chick Lit', 'Romance']",https://www.goodreads.com/book/show/10798418-why-we-broke-up,9780316127257,English,354,"Little, Brown Books for Young Readers",3.47,55416,,Why We Broke Up
Maria Semple,Hardcover,August 14th 2012,"Bernadette Fox has vanished.When her daughter Bee claims a family trip to Antarctica as a reward for perfect grades, Bernadette, a fiercely intelligent shut-in, throws herself into preparations for the trip. But worn down by years of trying to live the Seattle life she never wanted, Ms. Fox is on the brink of a meltdown. And after a school fundraiser goes disastrously awry at her hands, she disappears, leaving her family to pick up the pieces--which is exactly what Bee does, weaving together an elaborate web of emails, invoices, and school memos that reveals a secret past Bernadette has been hiding for decades. Where'd You Go Bernadette is an ingenious and unabashedly entertaining novel about a family coming to terms with who they are and the power of a daughter's love for her mother.","['Contemporary', 'Adult', 'Audiobook', 'Mystery', 'Book Club', 'Novels', 'Womens Fiction', 'Humor', 'Fiction', 'Chick Lit', 'Adult Fiction']",https://www.goodreads.com/book/show/13526165-where-d-you-go-bernadette,9780316204279,English,330,"Little, Brown and Company",3.89,500189,"['United States', 'Antarctica']","Where'd You Go, Bernadette"
Julie Kagawa,Hardcover,April 24th 2012,"To survive in a ruined world, she must embrace the darknessAllison Sekemoto survives in the Fringe, the outermost circle of a walled-in city. By day, she and her crew scavenge for food. By night, any one of them could be eaten. Some days, all that drives Allie is her hatred of them—the vampires who keep humans as blood cattle. Until the night Allie herself dies and becomes one of the monsters.Forced to flee her city, Allie must pass for human as she joins a ragged group of pilgrims seeking a legend—a place that might have a cure for the disease that killed off most of civilization and created the rabids, the bloodthirsty creatures who threaten human and vampire alike. And soon Allie will have to decide what and who is worth dying for again.Enter Julie Kagawa's dark and twisted world as an unforgettable journey begins.","['Vampires', 'Post Apocalyptic', 'Urban Fantasy', 'Young Adult', 'Science Fiction', 'Fantasy', 'Dystopia', 'Supernatural', 'Fiction', 'Apocalyptic', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/10215349-the-immortal-rules,9780373210510,English,485,Harlequin Teen,4.06,69028,,The Immortal Rules
Neal Shusterman,Hardcover,November 6th 2007,"Connor, Risa, and Lev are running for their lives.The Second Civil War was fought over reproductive rights. The chilling resolution: Life is inviolable from the moment of conception until age thirteen. Between the ages of thirteen and eighteen, however, parents can have their child ""unwound,"" whereby all of the child's organs are transplanted into different donors, so life doesn't technically end. Connor is too difficult for his parents to control. Risa, a ward of the state, is not enough to be kept alive. And Lev is a tithe, a child conceived and raised to be unwound. Together, they may have a chance to escape and to survive.","['Adventure', 'Thriller', 'Teen', 'Horror', 'Science Fiction', 'Fantasy', 'Dystopia', 'Young Adult', 'Survival', 'Fiction']",https://www.goodreads.com/book/show/764347.Unwind,9781416912040,English,337,Simon & Schuster Books for Young Readers,4.16,201345,['United States'],Unwind
Rachel Joyce,Hardcover,July 24th 2012,"Meet Harold Fry, recently retired. He lives in a small English village with his wife, Maureen, who seems irritated by almost everything he does, even down to how he butters his toast. Little differentiates one day from the next. Then one morning the mail arrives, and within the stack of quotidian minutiae is a letter addressed to Harold in a shaky scrawl from a woman he hasn't seen or heard from in twenty years. Queenie Hennessy is in hospice and is writing to say goodbye. Harold pens a quick reply and, leaving Maureen to her chores, heads to the corner mailbox. But then, as happens in the very best works of fiction, Harold has a chance encounter, one that convinces him that he absolutely must deliver his message to Queenie in person. And thus begins the unlikely pilgrimage. Harold Fry is determined to walk six hundred miles from Kingsbridge to the hospice in Berwick-upon-Tweed because, he believes, as long as he walks, Queenie Hennessey will live. Still in his yachting shoes and light coat, Harold embarks on his urgent quest across the countryside. Along the way he meets one character after another, each of whom unlocks his long-dormant spirit and sense of promise. Memories of his first dance with Maureen, his wedding day, his joy in fatherhood, come rushing back to him - allowing him to also reconcile the losses and the regrets. As for Maureen, she finds herself missing Harold for the first time in years. And then there is the unfinished business with Queenie Hennessy.","['European Literature', 'Contemporary', 'British Literature', 'Adult', 'Audiobook', 'Book Club', 'Novels', 'Fiction', 'Adult Fiction', 'Literary Fiction', 'Travel']",https://www.goodreads.com/book/show/13227454-the-unlikely-pilgrimage-of-harold-fry,9780812993295,English,320,Random House,3.91,154951,['United Kingdom'],The Unlikely Pilgrimage of Harold Fry
Rick Riordan,Hardcover,May 1st 2012,"He's b-a-a-ack! Despite their best efforts, Carter and Sadie Kane can't seem to keep Apophis, the chaos snake, down. Now Apophis is threatening to plunge the world into eternal darkness, and the Kanes are faced with the impossible task of having to destroy him once and for all. Unfortunately, the magicians of the House of Life are on the brink of civil war, the gods are divided, and the young initiates of Brooklyn House stand almost alone against the forces of chaos. The Kanes' only hope is an ancient spell that might turn the serpent's own shadow into a weapon, but the magic has been lost for a millennia. To find the answer they need, the Kanes must rely on the murderous ghost of a powerful magician who might be able to lead them to the serpent's shadow . . . or might lead them to their deaths in the depths of the underworld. Nothing less than the mortal world is at stake when the Kane family fulfills its destiny in this thrilling conclusion to the Kane Chronicles.","['Mythology', 'Adventure', 'Urban Fantasy', 'Young Adult', 'Fantasy', 'Young Adult Fantasy', 'Fiction', 'Middle Grade', 'Magic', 'Childrens']",https://www.goodreads.com/book/show/12893742-the-serpent-s-shadow,9781423140573,English,406,Hyperion Books,4.27,130829,,The Serpent's Shadow
Jeaniene Frost,Mass Market Paperback,June 26th 2012,"She's a mortal with dark powers...After a tragic accident scarred her body and destroyed her dreams, Leila never imagined that the worst was still to come: terrifying powers that let her channel electricity and learn a person's darkest secrets through a single touch. Leila is doomed to a life of solitude...until creatures of the night kidnap her, forcing her to reach out with a telepathic distress call to the world's most infamous vampire...He's the Prince of Night...Vlad Tepesh inspired the greatest vampire legend of all—but whatever you do, don't call him Dracula. Vlad's ability to control fire makes him one of the most feared vampires in existence, but his enemies have found a new weapon against him—a beautiful mortal with powers to match his own. When Vlad and Leila meet, however, passion ignites between them, threatening to consume them both. It will take everything that they are to stop an enemy intent on bringing them down in flames.","['Vampires', 'Adult', 'Urban Fantasy', 'Fantasy', 'Supernatural', 'Fiction', 'Magic', 'Paranormal Romance', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/7039218-once-burned,9780061783203,English,373,Avon,4.2,62173,"['Romania', 'United States']",Once Burned
Tana French,Paperback,April 28th 2013,"Mick “Scorcher"" Kennedy is the star of the Dublin Murder Squad. He plays by the books and plays hard, and thatʼs how the biggest case of the year ends up in his hands. On one of the half-abandoned ""luxury"" developments that litter Ireland, Patrick Spain and his two young children have been murdered. His wife, Jenny, is in intensive care. At first, Scorcher thinks itʼs going to be an easy solve, but too many small things canʼt be explained: the half-dozen baby monitors pointed at holes smashed in the Spainsʼ walls, the files erased from the familyʼs computer, the story Jenny told her sister about a shadowy intruder slipping past the houseʼs locks. And this neighborhood—once called Broken Harbor—holds memories for Scorcher and his troubled sister, Dina: childhood memories that Scorcher thought he had tightly under control.","['European Literature', 'Adult', 'Audiobook', 'Thriller', 'Mystery', 'Crime', 'Ireland', 'Irish Literature', 'Mystery Thriller', 'Cultural', 'Suspense', 'Fiction']",https://www.goodreads.com/book/show/16171207-broken-harbor,,English,450,Penguin,3.94,80343,['Ireland'],Broken Harbor
Jennifer L. Armentrout,Paperback,May 8th 2012,"Starting over sucks.When we moved to West Virginia right before my senior year, I’d pretty much resigned myself to thick accents, dodgy internet access, and a whole lot of boring… until I spotted my hot neighbor, with his looming height and eerie green eyes. Things were looking up.And then he opened his mouth.Daemon is infuriating. Arrogant. Stab-worthy. We do not get along. At all. But when a stranger attacks me and Daemon literally freezes time with a wave of his hand, well, something… unexpected happens. The hot alien living next door marks me.You heard me. Alien. Turns out Daemon and his sister have a galaxy of enemies wanting to steal their abilities, and Daemon’s touch has me lit up like the Vegas Strip. The only way I’m getting out of this alive is by sticking close to Daemon until my alien mojo fades. If I don’t kill him first, that is.","['Urban Fantasy', 'Aliens', 'Science Fiction', 'Fantasy', 'Young Adult', 'Supernatural', 'Fiction', 'Paranormal Romance', 'Romance', 'Paranormal']",https://www.goodreads.com/book/show/12578077-obsidian,,English,335,Entangled Teen,4.16,241803,['United States'],Obsidian
Tracey Garvis Graves,Paperback,August 16th 2012,"When thirty-year-old English teacher Anna Emerson is offered a job tutoring T.J. Callahan at his family's summer rental in the Maldives, she accepts without hesitation; a working vacation on a tropical island trumps the library any day.T.J. Callahan has no desire to leave town, not that anyone asked him. He's almost seventeen and if having cancer wasn't bad enough, now he has to spend his first summer in remission with his family—and a stack of overdue assignments—instead of his friends.Anna and T.J. are en route to join T.J.'s family in the Maldives when the pilot of their seaplane suffers a fatal heart attack and crash-lands in the Indian Ocean. Adrift in shark-infested waters, their life jackets keep them afloat until they make it to the shore of an uninhabited island. Now Anna and T.J. just want to survive and they must work together to obtain water, food, fire, and shelter.Their basic needs might be met but as the days turn to weeks, and then months, the castaways encounter plenty of other obstacles, including violent tropical storms, the many dangers lurking in the sea, and the possibility that T.J.'s cancer could return. As T.J. celebrates yet another birthday on the island, Anna begins to wonder if the biggest challenge of all might be living with a boy who is gradually becoming a man.","['Contemporary', 'New Adult', 'Adult', 'Adventure', 'Contemporary Romance', 'Womens Fiction', 'Young Adult', 'Survival', 'Fiction', 'Chick Lit', 'Romance']",https://www.goodreads.com/book/show/15505346-on-the-island,9781405910217,English,368,Penguin,4.12,76891,"['United States', 'Maldives']",On the Island
Samantha Young,Kindle Edition,August 31st 2012,"Jocelyn Butler has been hiding from her past for years. But all her secrets are about to be laid bare ...Four years ago, Jocelyn left her tragic past behind in the States and started over in Scotland, burying her grief, ignoring her demons, and forging ahead without attachments. Her solitary life is working well - until she moves into a new apartment on Dublin Street, where she meets a man who shakes her carefully guarded world to its core.Braden Carmichael is used to getting what he wants, and he's determined to get Jocelyn into his bed. Knowing how skittish she is about entering a relationship, Braden proposes an arrangement that will satisfy their intense attraction without any strings attached.But after an intrigued Jocelyn accepts, she realizes that Braden won't be satisfied with just mind-blowing passion. The stubborn Scotsman is intent on truly knowing her . . . down to the very soul.","['New Adult', 'Contemporary', 'Adult', 'Erotica', 'Contemporary Romance', 'Womens Fiction', 'Erotic Romance', 'Fiction', 'Chick Lit', 'Adult Fiction', 'Romance']",https://www.goodreads.com/book/show/15760001-on-dublin-street,,English,372,,4.2,173085,[],On Dublin Street
Simone Elkeles,Hardcover,December 23rd 2008,"A fresh, urban twist on the classic tale of star-crossed lovers.When Brittany Ellis walks into chemistry class on the first day of senior year, she has no clue that her carefully created 'perfect' life is about to unravel before her eyes. She's forced to be lab partners with Alex Fuentes, a gang member from the other side of town, and he is about to threaten everything she's worked so hard for: her flawless reputation, her relationship with her boyfriend, and the secret that her home life is anything but perfect. Alex is a bad boy and he knows it. So when he makes a bet with his friends to lure Brittany into his life, he thinks nothing of it. But soon Alex realizes Brittany is a real person with real problems, and suddenly the bet he made in arrogance turns into something much more.In a passionate story about looking beneath the surface, Simone Elkeles breaks through the stereotypes and barriers that threaten to keep Brittany and Alex apart.","['Contemporary', 'New Adult', 'Contemporary Romance', 'Young Adult Romance', 'Realistic Fiction', 'Young Adult', 'Womens Fiction', 'Fiction', 'High School', 'Chick Lit', 'Romance']",https://www.goodreads.com/book/show/4268157-perfect-chemistry,9780802798237,English,368,Walker Childrens,4.05,245376,['United States'],Perfect Chemistry
